                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    175,                 1.6062,                 1.7065,                 1.1473,                0.74418,                    0.6,                0.69509,                0.23738,                 1.9269,                 2.8015,                 1.3077,               0.001311,               0.001311,               0.001311
                    176,                 1.8607,                 2.2241,                 1.3885,                0.74418,                    0.6,                0.69509,                0.23738,                 1.9269,                 2.8015,                 1.3077,               0.001307,               0.001307,               0.001307
                    177,                 1.5525,                 1.5591,                 1.2007,                0.74418,                    0.6,                0.69509,                0.23738,                 1.9269,                 2.8015,                 1.3077,               0.001303,               0.001303,               0.001303
                    178,                 1.4963,                 1.8505,                 1.2734,                0.74418,                    0.6,                0.69509,                0.23738,                 1.9269,                 2.8015,                 1.3077,              0.0012991,              0.0012991,              0.0012991
                    179,                 1.4077,                 1.7037,                 1.1337,                0.74509,                   0.85,                0.87303,                0.34234,                 1.8758,                 2.0398,                 1.2707,              0.0012951,              0.0012951,              0.0012951
                    180,                 1.5902,                 1.6278,                 1.2128,                0.74509,                   0.85,                0.87303,                0.34234,                 1.8758,                 2.0398,                 1.2707,              0.0012912,              0.0012912,              0.0012912
                    181,                 1.6956,                  2.329,                 1.2972,                0.74509,                   0.85,                0.87303,                0.34234,                 1.8758,                 2.0398,                 1.2707,              0.0012872,              0.0012872,              0.0012872
                    182,                  1.736,                 1.7867,                 1.2433,                0.74509,                   0.85,                0.87303,                0.34234,                 1.8758,                 2.0398,                 1.2707,              0.0012832,              0.0012832,              0.0012832
                    183,                 1.3994,                 1.8552,                 1.2548,                0.74509,                   0.85,                0.87303,                0.34234,                 1.8758,                 2.0398,                 1.2707,              0.0012793,              0.0012793,              0.0012793
                    184,                  1.786,                 2.0386,                 1.2648,                0.74509,                   0.85,                0.87303,                0.34234,                 1.8758,                 2.0398,                 1.2707,              0.0012753,              0.0012753,              0.0012753
                    185,                 1.2801,                 1.9211,                 1.1331,                0.74509,                   0.85,                0.87303,                0.34234,                 1.8758,                 2.0398,                 1.2707,              0.0012714,              0.0012714,              0.0012714
                    186,                 1.4927,                 1.8342,                 1.2365,                0.74509,                   0.85,                0.87303,                0.34234,                 1.8758,                 2.0398,                 1.2707,              0.0012674,              0.0012674,              0.0012674
                    187,                 1.5116,                 1.7322,                 1.1887,                 0.7414,                    0.9,                0.88543,                0.32376,                  1.881,                 1.7822,                  1.308,              0.0012634,              0.0012634,              0.0012634
                    188,                 1.3185,                 1.5005,                 1.0945,                 0.7414,                    0.9,                0.88543,                0.32376,                  1.881,                 1.7822,                  1.308,              0.0012595,              0.0012595,              0.0012595
